#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P06971	uniprotkb:P05820	intact:EBI-1116714|uniprotkb:P71280|uniprotkb:P75665	intact:EBI-6413473	psi-mi:fhua_ecoli(display_long)|uniprotkb:JW0146(locus name)|uniprotkb:fhuA(gene name)|psi-mi:fhuA(display_short)|uniprotkb:tonA(gene name synonym)|uniprotkb:b0150(locus name)|uniprotkb:Ferric hydroxamate uptake(gene name synonym)|uniprotkb:Ferric hydroxamate receptor(gene name synonym)|uniprotkb:Ferrichrome-iron receptor(gene name synonym)	psi-mi:ceam_ecolx(display_long)|uniprotkb:cma(gene name)|psi-mi:cma(display_short)	psi-mi:"MI:0405"(competition binding)	Helbig et al. (2011)	pubmed:21148729|imex:IM-18380	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:562(ecolx)|taxid:562(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413477|mpidb:MPIDB-INT-1522|imex:IM-18380-1	intact-miscore:0.40
uniprotkb:P0A9A6	uniprotkb:P0A9A6	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:"MI:0040"(electron microscopy)	Durand-Heredia et al. (2011)	pubmed:21216995|imex:IM-18383	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413618|mpidb:MPIDB-INT-1532|imex:IM-18383-2	intact-miscore:0.94
uniprotkb:P0A9A6	uniprotkb:P75862	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	intact:EBI-552519	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:zapc_ecoli(display_long)|uniprotkb:b0946(locus name)|uniprotkb:JW5125(locus name)|uniprotkb:zapC(gene name)|psi-mi:zapC(display_short)|uniprotkb:ycbW(gene name synonym)|uniprotkb:FtsZ-associated protein C(gene name synonym)|uniprotkb:Z-ring-associated protein C(gene name synonym)	psi-mi:"MI:0090"(protein complementation assay)	Durand-Heredia et al. (2011)	pubmed:21216995|imex:IM-18383	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413608|mpidb:MPIDB-INT-1531|imex:IM-18383-1	intact-miscore:0.74
uniprotkb:P75862	uniprotkb:P0A9A6	intact:EBI-552519	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	psi-mi:zapc_ecoli(display_long)|uniprotkb:b0946(locus name)|uniprotkb:JW5125(locus name)|uniprotkb:zapC(gene name)|psi-mi:zapC(display_short)|uniprotkb:ycbW(gene name synonym)|uniprotkb:FtsZ-associated protein C(gene name synonym)|uniprotkb:Z-ring-associated protein C(gene name synonym)	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:"MI:0028"(cosedimentation in solution)	Hale et al. (2011)	pubmed:21216997|imex:IM-18384	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413706|mpidb:MPIDB-INT-1538|imex:IM-18384-3	intact-miscore:0.74
uniprotkb:P0A9A6	uniprotkb:P0A9A6	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:"MI:0067"(light scattering)	Hale et al. (2011)	pubmed:21216997|imex:IM-18384	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6452363|imex:IM-18384-5	intact-miscore:0.94
uniprotkb:P75862	uniprotkb:P0A9A6	intact:EBI-552519	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	psi-mi:zapc_ecoli(display_long)|uniprotkb:b0946(locus name)|uniprotkb:JW5125(locus name)|uniprotkb:zapC(gene name)|psi-mi:zapC(display_short)|uniprotkb:ycbW(gene name synonym)|uniprotkb:FtsZ-associated protein C(gene name synonym)|uniprotkb:Z-ring-associated protein C(gene name synonym)	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:"MI:0018"(two hybrid)	Hale et al. (2011)	pubmed:21216997|imex:IM-18384	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413698|mpidb:MPIDB-INT-1534|imex:IM-18384-2	intact-miscore:0.74
uniprotkb:P0A9A6	uniprotkb:P75862	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	intact:EBI-552519	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:zapc_ecoli(display_long)|uniprotkb:b0946(locus name)|uniprotkb:JW5125(locus name)|uniprotkb:zapC(gene name)|psi-mi:zapC(display_short)|uniprotkb:ycbW(gene name synonym)|uniprotkb:FtsZ-associated protein C(gene name synonym)|uniprotkb:Z-ring-associated protein C(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Hale et al. (2011)	pubmed:21216997|imex:IM-18384	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413714|mpidb:MPIDB-INT-1539|imex:IM-18384-4	intact-miscore:0.74
uniprotkb:P0A9A6	uniprotkb:P0A9A6	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:"MI:0040"(electron microscopy)	Hale et al. (2011)	pubmed:21216997|imex:IM-18384	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6452373|imex:IM-18384-6	intact-miscore:0.94
uniprotkb:P0AE85	uniprotkb:P0AE85	intact:EBI-6413881|uniprotkb:O65939|uniprotkb:P32158|uniprotkb:Q2M8L0	intact:EBI-6413881|uniprotkb:O65939|uniprotkb:P32158|uniprotkb:Q2M8L0	psi-mi:cpxp_ecoli(display_long)|uniprotkb:cpxP(gene name)|psi-mi:cpxP(display_short)|uniprotkb:yiiO(gene name synonym)|uniprotkb:JW5558(locus name)|uniprotkb:b4484(locus name)|uniprotkb:ORF_o167(gene name synonym)|uniprotkb:Periplasmic accessory protein CpxP(gene name synonym)	psi-mi:cpxp_ecoli(display_long)|uniprotkb:cpxP(gene name)|psi-mi:cpxP(display_short)|uniprotkb:yiiO(gene name synonym)|uniprotkb:JW5558(locus name)|uniprotkb:b4484(locus name)|uniprotkb:ORF_o167(gene name synonym)|uniprotkb:Periplasmic accessory protein CpxP(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	Thede et al. (2011)	pubmed:21317318|imex:IM-18394	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413896|wwpdb:3QZC|mpidb:MPIDB-INT-1583|imex:IM-18394-2	intact-miscore:0.54
uniprotkb:P0AE85	uniprotkb:P0AE85	intact:EBI-6413881|uniprotkb:O65939|uniprotkb:P32158|uniprotkb:Q2M8L0	intact:EBI-6413881|uniprotkb:O65939|uniprotkb:P32158|uniprotkb:Q2M8L0	psi-mi:cpxp_ecoli(display_long)|uniprotkb:cpxP(gene name)|psi-mi:cpxP(display_short)|uniprotkb:yiiO(gene name synonym)|uniprotkb:JW5558(locus name)|uniprotkb:b4484(locus name)|uniprotkb:ORF_o167(gene name synonym)|uniprotkb:Periplasmic accessory protein CpxP(gene name synonym)	psi-mi:cpxp_ecoli(display_long)|uniprotkb:cpxP(gene name)|psi-mi:cpxP(display_short)|uniprotkb:yiiO(gene name synonym)|uniprotkb:JW5558(locus name)|uniprotkb:b4484(locus name)|uniprotkb:ORF_o167(gene name synonym)|uniprotkb:Periplasmic accessory protein CpxP(gene name synonym)	psi-mi:"MI:0071"(molecular sieving)	Thede et al. (2011)	pubmed:21317318|imex:IM-18394	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413890|mpidb:MPIDB-INT-1582|imex:IM-18394-1	intact-miscore:0.54
uniprotkb:P0AE67	uniprotkb:P07363	intact:EBI-546693|uniprotkb:P06143	intact:EBI-1026773|uniprotkb:P76302	psi-mi:chey_ecoli(display_long)|uniprotkb:cheY(gene name)|psi-mi:cheY(display_short)|uniprotkb:b1882(locus name)|uniprotkb:JW1871(locus name)	psi-mi:chea_ecoli(display_long)|uniprotkb:cheA(gene name)|psi-mi:cheA(display_short)|uniprotkb:b1888(locus name)|uniprotkb:JW1877(locus name)	psi-mi:"MI:0051"(fluorescence technology)	Thakor et al. (2011)	pubmed:21642453|imex:IM-18408	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6414927|mpidb:MPIDB-INT-1631|imex:IM-18408-1	intact-miscore:0.82
uniprotkb:P0AE67	uniprotkb:P07363	intact:EBI-546693|uniprotkb:P06143	intact:EBI-1026773|uniprotkb:P76302	psi-mi:chey_ecoli(display_long)|uniprotkb:cheY(gene name)|psi-mi:cheY(display_short)|uniprotkb:b1882(locus name)|uniprotkb:JW1871(locus name)	psi-mi:chea_ecoli(display_long)|uniprotkb:cheA(gene name)|psi-mi:cheA(display_short)|uniprotkb:b1888(locus name)|uniprotkb:JW1877(locus name)	psi-mi:"MI:0841"(phosphotransferase assay)	Thakor et al. (2011)	pubmed:21642453|imex:IM-18408	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0844"(phosphotransfer reaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6414953|mpidb:MPIDB-INT-1632|imex:IM-18408-2	intact-miscore:0.82
uniprotkb:P0ACJ0	uniprotkb:P0ACJ0	intact:EBI-1113316|uniprotkb:P19494	intact:EBI-1113316|uniprotkb:P19494	psi-mi:lrp_ecoli(display_long)|uniprotkb:lrp(gene name)|psi-mi:lrp(display_short)|uniprotkb:alsB(gene name synonym)|uniprotkb:ihb(gene name synonym)|uniprotkb:livR(gene name synonym)|uniprotkb:oppI(gene name synonym)|uniprotkb:b0889(locus name)|uniprotkb:JW0872(locus name)	psi-mi:lrp_ecoli(display_long)|uniprotkb:lrp(gene name)|psi-mi:lrp(display_short)|uniprotkb:alsB(gene name synonym)|uniprotkb:ihb(gene name synonym)|uniprotkb:livR(gene name synonym)|uniprotkb:oppI(gene name synonym)|uniprotkb:b0889(locus name)|uniprotkb:JW0872(locus name)	psi-mi:"MI:0038"(dynamic light scattering)	Hart et al. (2011)	pubmed:21642464|imex:IM-18410	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6415052|mpidb:MPIDB-INT-1627|imex:IM-18410-4	intact-miscore:0.52
uniprotkb:P0ACJ0	uniprotkb:P0ACJ0	intact:EBI-1113316|uniprotkb:P19494	intact:EBI-1113316|uniprotkb:P19494	psi-mi:lrp_ecoli(display_long)|uniprotkb:lrp(gene name)|psi-mi:lrp(display_short)|uniprotkb:alsB(gene name synonym)|uniprotkb:ihb(gene name synonym)|uniprotkb:livR(gene name synonym)|uniprotkb:oppI(gene name synonym)|uniprotkb:b0889(locus name)|uniprotkb:JW0872(locus name)	psi-mi:lrp_ecoli(display_long)|uniprotkb:lrp(gene name)|psi-mi:lrp(display_short)|uniprotkb:alsB(gene name synonym)|uniprotkb:ihb(gene name synonym)|uniprotkb:livR(gene name synonym)|uniprotkb:oppI(gene name synonym)|uniprotkb:b0889(locus name)|uniprotkb:JW0872(locus name)	psi-mi:"MI:0028"(cosedimentation in solution)	Hart et al. (2011)	pubmed:21642464|imex:IM-18410	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6415036|mpidb:MPIDB-INT-1629|imex:IM-18410-2	intact-miscore:0.52
uniprotkb:P50466	uniprotkb:P50466	intact:EBI-1130981|uniprotkb:Q2M9D4	intact:EBI-1130981|uniprotkb:Q2M9D4	psi-mi:aer_ecoli(display_long)|uniprotkb:aer(gene name)|psi-mi:aer(display_short)|uniprotkb:air(gene name synonym)|uniprotkb:b3072(locus name)|uniprotkb:JW3043(locus name)|uniprotkb:yqjJ(gene name synonym)	psi-mi:aer_ecoli(display_long)|uniprotkb:aer(gene name)|psi-mi:aer(display_short)|uniprotkb:air(gene name synonym)|uniprotkb:b3072(locus name)|uniprotkb:JW3043(locus name)|uniprotkb:yqjJ(gene name synonym)	psi-mi:"MI:0030"(cross-linking study)	Watts et al. (2011)	pubmed:21665965|imex:IM-18413	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6415072|mpidb:MPIDB-INT-1624|imex:IM-18413-1	intact-miscore:0.59
uniprotkb:P0A6S5	uniprotkb:P0AEN4	intact:EBI-1113953|uniprotkb:Q2MA81|uniprotkb:Q46894	intact:EBI-1119082|uniprotkb:P22187|uniprotkb:Q8KMX6	psi-mi:ftsb_ecoli(display_long)|uniprotkb:ftsB(gene name)|psi-mi:ftsB(display_short)|uniprotkb:b2748(locus name)|uniprotkb:JW2718(locus name)|uniprotkb:ygbQ(gene name synonym)	psi-mi:ftsl_ecoli(display_long)|uniprotkb:ftsL(gene name)|psi-mi:ftsL(display_short)|uniprotkb:mraR(gene name synonym)|uniprotkb:b0083(locus name)|uniprotkb:JW0081(locus name)|uniprotkb:yabD(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Robichon et al. (2011)	pubmed:21784946|imex:IM-18414	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6446479|mpidb:MPIDB-INT-1617|imex:IM-18414-8	intact-miscore:0.92
uniprotkb:P06136	uniprotkb:P06136	intact:EBI-1130157	intact:EBI-1130157	psi-mi:ftsq_ecoli(display_long)|uniprotkb:ftsQ(gene name)|psi-mi:ftsQ(display_short)|uniprotkb:b0093(locus name)|uniprotkb:JW0091(locus name)	psi-mi:ftsq_ecoli(display_long)|uniprotkb:ftsQ(gene name)|psi-mi:ftsQ(display_short)|uniprotkb:b0093(locus name)|uniprotkb:JW0091(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Robichon et al. (2011)	pubmed:21784946|imex:IM-18414	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6415437|mpidb:MPIDB-INT-1623|imex:IM-18414-1	intact-miscore:0.80
uniprotkb:P06136	uniprotkb:P0A6S5	intact:EBI-1130157	intact:EBI-1113953|uniprotkb:Q2MA81|uniprotkb:Q46894	psi-mi:ftsq_ecoli(display_long)|uniprotkb:ftsQ(gene name)|psi-mi:ftsQ(display_short)|uniprotkb:b0093(locus name)|uniprotkb:JW0091(locus name)	psi-mi:ftsb_ecoli(display_long)|uniprotkb:ftsB(gene name)|psi-mi:ftsB(display_short)|uniprotkb:b2748(locus name)|uniprotkb:JW2718(locus name)|uniprotkb:ygbQ(gene name synonym)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Robichon et al. (2011)	pubmed:21784946|imex:IM-18414	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6415464|mpidb:MPIDB-INT-1620|imex:IM-18414-4	intact-miscore:0.87
uniprotkb:P06136	uniprotkb:P0AEN4	intact:EBI-1130157	intact:EBI-1119082|uniprotkb:P22187|uniprotkb:Q8KMX6	psi-mi:ftsq_ecoli(display_long)|uniprotkb:ftsQ(gene name)|psi-mi:ftsQ(display_short)|uniprotkb:b0093(locus name)|uniprotkb:JW0091(locus name)	psi-mi:ftsl_ecoli(display_long)|uniprotkb:ftsL(gene name)|psi-mi:ftsL(display_short)|uniprotkb:mraR(gene name synonym)|uniprotkb:b0083(locus name)|uniprotkb:JW0081(locus name)|uniprotkb:yabD(gene name synonym)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Robichon et al. (2011)	pubmed:21784946|imex:IM-18414	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6415474|mpidb:MPIDB-INT-1618|imex:IM-18414-5	intact-miscore:0.87
uniprotkb:P0A6S5	uniprotkb:P0AEN4	intact:EBI-1113953|uniprotkb:Q2MA81|uniprotkb:Q46894	intact:EBI-1119082|uniprotkb:P22187|uniprotkb:Q8KMX6	psi-mi:ftsb_ecoli(display_long)|uniprotkb:ftsB(gene name)|psi-mi:ftsB(display_short)|uniprotkb:b2748(locus name)|uniprotkb:JW2718(locus name)|uniprotkb:ygbQ(gene name synonym)	psi-mi:ftsl_ecoli(display_long)|uniprotkb:ftsL(gene name)|psi-mi:ftsL(display_short)|uniprotkb:mraR(gene name synonym)|uniprotkb:b0083(locus name)|uniprotkb:JW0081(locus name)|uniprotkb:yabD(gene name synonym)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Robichon et al. (2011)	pubmed:21784946|imex:IM-18414	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6446460|mpidb:MPIDB-INT-1617|imex:IM-18414-7	intact-miscore:0.92
uniprotkb:P0A6S5	uniprotkb:P0AEN4	intact:EBI-1113953|uniprotkb:Q2MA81|uniprotkb:Q46894	intact:EBI-1119082|uniprotkb:P22187|uniprotkb:Q8KMX6	psi-mi:ftsb_ecoli(display_long)|uniprotkb:ftsB(gene name)|psi-mi:ftsB(display_short)|uniprotkb:b2748(locus name)|uniprotkb:JW2718(locus name)|uniprotkb:ygbQ(gene name synonym)	psi-mi:ftsl_ecoli(display_long)|uniprotkb:ftsL(gene name)|psi-mi:ftsL(display_short)|uniprotkb:mraR(gene name synonym)|uniprotkb:b0083(locus name)|uniprotkb:JW0081(locus name)|uniprotkb:yabD(gene name synonym)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Robichon et al. (2011)	pubmed:21784946|imex:IM-18414	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6415484|mpidb:MPIDB-INT-1617|imex:IM-18414-6	intact-miscore:0.92
uniprotkb:P0AFZ5	uniprotkb:P0A6H5	intact:EBI-2012039|uniprotkb:P03840|uniprotkb:P08846|uniprotkb:P71224	intact:EBI-369317|uniprotkb:Q2M8M7|uniprotkb:P32168	psi-mi:sula_ecoli(display_long)|uniprotkb:sulA(gene name)|psi-mi:sulA(display_short)|uniprotkb:sfiA(gene name synonym)|uniprotkb:b0958(locus name)|uniprotkb:JW0941(locus name)	psi-mi:hslu_ecoli(display_long)|uniprotkb:hslU(gene name)|psi-mi:hslU(display_short)|uniprotkb:htpI(gene name synonym)|uniprotkb:b3931(locus name)|uniprotkb:JW3902(locus name)|uniprotkb:Unfoldase HslU(gene name synonym)|uniprotkb:Heat shock protein HslU(gene name synonym)	psi-mi:"MI:0096"(pull down)	Hsieh et al. (2011)	pubmed:21803990|imex:IM-18418	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6415532|mpidb:MPIDB-INT-1642|imex:IM-18418-2	intact-miscore:0.76
uniprotkb:P0AFZ5	uniprotkb:P0A6H5	intact:EBI-2012039|uniprotkb:P03840|uniprotkb:P08846|uniprotkb:P71224	intact:EBI-369317|uniprotkb:Q2M8M7|uniprotkb:P32168	psi-mi:sula_ecoli(display_long)|uniprotkb:sulA(gene name)|psi-mi:sulA(display_short)|uniprotkb:sfiA(gene name synonym)|uniprotkb:b0958(locus name)|uniprotkb:JW0941(locus name)	psi-mi:hslu_ecoli(display_long)|uniprotkb:hslU(gene name)|psi-mi:hslU(display_short)|uniprotkb:htpI(gene name synonym)|uniprotkb:b3931(locus name)|uniprotkb:JW3902(locus name)|uniprotkb:Unfoldase HslU(gene name synonym)|uniprotkb:Heat shock protein HslU(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Hsieh et al. (2011)	pubmed:21803990|imex:IM-18418	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6415508|mpidb:MPIDB-INT-1641|imex:IM-18418-1	intact-miscore:0.76
uniprotkb:P0ABZ1	uniprotkb:P0ACG1	intact:EBI-1126524|uniprotkb:P31067|uniprotkb:P76915	intact:EBI-551928|uniprotkb:P30017	psi-mi:flig_ecoli(display_long)|uniprotkb:fliG(gene name)|psi-mi:fliG(display_short)|uniprotkb:fla AII.2(gene name synonym)|uniprotkb:fla BII(gene name synonym)|uniprotkb:b1939(locus name)|uniprotkb:JW1923(locus name)	psi-mi:stpa_ecoli(display_long)|uniprotkb:stpA(gene name)|psi-mi:stpA(display_short)|uniprotkb:hnsB(gene name synonym)|uniprotkb:b2669(locus name)|uniprotkb:H-NS homolog StpA(gene name synonym)|uniprotkb:JW2644(locus name)	psi-mi:"MI:0096"(pull down)	Paul et al. (2011)	pubmed:21890701|imex:IM-18423	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6416405|mpidb:MPIDB-INT-1715|imex:IM-18423-1	intact-miscore:0.40
