"Strain","Assembly Status","Replicon","Locus Tag","RefSeq Accession","GI Number","UniProtKB Accession","UniProtKB ID","Uniparc","UniRef100 ID","UniRef90 ID","UniRef50 ID","NCBI Locus Tag","NCBI Old Locus Tag","Affymetrix","Feature Type","Coordinates","Gene Length","Gene Name","Product Description","Product Name Confidence","Estimated MW (kDa)","Estimated Isoelectric Point (pI)","Estimated Charge (ph7)",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_12060","YP_789116.1","116052041","Q02SH0","Q02SH0_PSEAB","UPI00000D4222","UniRef100_G3XCV7","UniRef90_G3XCV7","UniRef50_G8PXZ8","PA14_12060","","","CDS","1040914..1042854(+)","1941","pbpA","penicillin-binding protein 2","","72.2","8.49","5.83",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_58220","YP_792831.1","116052518","Q02GV5","Q02GV5_PSEAB","UPI00003963A3","UniRef100_S0IPS1","UniRef90_A0A022NKB7","UniRef50_Q486E6","PA14_58220","","","CDS","5181040..5181426(+)","387","","hypothetical protein","","13.9","5.66","-2.38",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_17140","YP_789515.1","116051646","Q02RC1","Q02RC1_PSEAB","UPI0000E4495D","UniRef100_Q02RC1","UniRef90_Q9HXY3","UniRef50_Q9HXY3","PA14_17140","","","CDS","1469141..1470493(+)","1353","","membrane-associated zinc metalloprotease","","48.5","6.90","-0.33",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_62880","YP_793217.1","116052900","Q02FR9","Q02FR9_PSEAB","UPI000013A30E","UniRef100_P95453","UniRef90_P95453","UniRef50_P95453","PA14_62880","","","CDS","5610547..5610861(+)","315","","hypothetical protein","","11.7","10.06","4.68",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_22040","YP_789912.1","116051256","Q02Q74","MINC_PSEAB","UPI0000396012","UniRef100_Q02Q74","UniRef90_B7V7X6","UniRef50_Q48L73","PA14_22040","","","CDS","1915673..1916464(-)","792","minC","septum formation inhibitor","","28.1","6.53","-1.09",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_67930","YP_793614.1","116053291","Q02EM2","HIS7_PSEAB","UPI000012C868","UniRef100_A6VDR3","UniRef90_A5VX72","UniRef50_Q2VYI7","PA14_67930","","","CDS","6063250..6063843(-)","594","hisB","imidazoleglycerol-phosphate dehydratase","","21.9","6.51","-3.18",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_26980","YP_790305.1","116050872","Q02P31","Q02P31_PSEAB","UPI0000E449F9","UniRef100_Q02P31","UniRef90_Q9HZX7","UniRef50_Q9HZX7","PA14_26980","","","CDS","2347241..2347729(-)","489","","hypothetical protein","","18.2","9.60","4.92",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_72940","YP_794007.1","116053680","Q02DH9","Q02DH9_PSEAB","UPI0000396BAF","UniRef100_A0A022P2F9","UniRef90_A6VF06","UniRef50_I3CFY2","PA14_72940","","","CDS","6494339..6496096(+)","1758","","sodium/proton antiporter","","63.6","8.32","4.29",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_31700","YP_790696.1","116050485","Q02MZ0","Q02MZ0_PSEAB","UPI0000E44A67","UniRef100_Q02MZ0","UniRef90_Q02MZ0","UniRef50_Q3BY84","PA14_31700","","","CDS","2757361..2757996(+)","636","","CDP-alcohol phosphatidyltransferase","","22.8","9.48","4.16",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_36790","YP_791096.1","116050090","Q02LU0","Q02LU0_PSEAB","UPI0000E44AB7","UniRef100_W0YQ94","UniRef90_W0YQ94","UniRef50_W0YQ94","PA14_36790","","","CDS","3279080..3279214(-)","135","","hypothetical protein","","5.1","8.38","2.80",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_41880","YP_791492.1","116049703","Q02KP4","Q02KP4_PSEAB","UPI00000C547E","UniRef100_W0YNY7","UniRef90_A6V774","UniRef50_G8Q1W7","PA14_41880","","","CDS","3740556..3741053(-)","498","","universal stress protein","","18.4","4.69","-7.81",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_00900","YP_788232.1","116053796","Q02V04","Q02V04_PSEAB","UPI000045D380","UniRef100_Q02V04","UniRef90_Q9I756","UniRef50_Q4K3P5","PA14_00900","","","CDS","88489..89169(-)","681","tagF1","TagF1","Class 1","23.8","4.40","-8.61",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_47420","YP_791947.1","116049250","Q02JD9","Q02JD9_PSEAB","UPI00000C52F9","UniRef100_W0YPB0","UniRef90_W0YPB0","UniRef50_P55757","PA14_47420","","","CDS","4225361..4225636(-)","276","","hypothetical protein","","10.0","8.54","1.92",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_05990","YP_788631.1","116054187","Q02TV5","Q02TV5_PSEAB","UPI00000C5068","UniRef100_W0YLL6","UniRef90_W0YLL6","UniRef50_A8GHR1","PA14_05990","","","CDS","529041..530474(-)","1434","","EmrB/QacA family drug resistance transporter","","51.0","8.61","4.07",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_52230","YP_792345.1","116048854","Q02I91","Q02I91_PSEAB","UPI000039655B","UniRef100_W0YN20","UniRef90_Q9I527","UniRef50_P05825","PA14_52230","","","CDS","4631099..4633327(-)","2229","","outer membrane receptor FepA","","80.9","5.29","-9.34",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_10900","YP_789020.1","116052136","Q02SR6","Q02SR6_PSEAB","UPI0000396296","UniRef100_S0I5M7","UniRef90_V6A9S5","UniRef50_A9AR08","PA14_10900","","","CDS","942715..943773(-)","1059","","alcohol dehydrogenase","","37.6","5.67","-6.37",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_57050","YP_792735.1","116052424","Q02H51","Q02H51_PSEAB","UPI00000C5CF6","UniRef100_W0YXD4","UniRef90_V6AKS0","UniRef50_V6AKS0","PA14_57050","","","CDS","5082597..5083355(+)","759","fabG","3-ketoacyl-ACP reductase","","26.7","7.29","0.36",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_15980","YP_789419.1","116051742","Q02RL7","RIMM_PSEAB","UPI000039617B","UniRef100_B7UYK7","UniRef90_Q9HXQ0","UniRef50_Q9HXQ0","PA14_15980","","","CDS","1361312..1361839(+)","528","rimM","16S rRNA-processing protein RimM","","19.7","4.54","-9.37",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_61740","YP_793130.1","116052813","Q02G06","LOLB_PSEAB","UPI000012E7C5","UniRef100_B7V0L4","UniRef90_B7V0L4","UniRef50_Q4K692","PA14_61740","","","CDS","5508717..5509334(+)","618","lolB","outer membrane lipoprotein LolB","","23.0","7.67","0.93",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_20940","YP_789818.1","116051349","Q02QG8","Q02QG8_PSEAB","UPI00000C59BC","UniRef100_W0YU34","UniRef90_W0YU34","UniRef50_W0YU34","PA14_20940","","","CDS","1803293..1803532(-)","240","","acyl carrier protein","","8.9","4.07","-10.52",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_66710","YP_793518.1","116053197","Q02EW8","RL31_PSEAB","UPI0000133F21","UniRef100_B7V3E2","UniRef90_A6VDH0","UniRef50_Q7NX81","PA14_66710","","","CDS","5958489..5958704(-)","216","rpmE","50S ribosomal protein L31","","7.9","8.77","4.55",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_25710","YP_790209.1","116050966","Q02PC7","Q02PC7_PSEAB","UPI0000395F59","UniRef100_Q02PC7","UniRef90_Q9HZN6","UniRef50_Q9HZN6","PA14_25710","","","CDS","2245770..2246585(+)","816","pabC","4-amino-4-deoxychorismate lyase","","29.8","5.70","-4.70",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_71740","YP_793911.1","116053584","Q02DS5","Q02DS5_PSEAB","UPI00000C6005","UniRef100_A0A069Q656","UniRef90_A0A069Q656","UniRef50_P49787","PA14_71740","","","CDS","6391255..6392670(-)","1416","","pyruvate carboxylase subunit A","","51.8","6.59","-2.58",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_30570","YP_790602.1","116050579","Q02N84","Q02N84_PSEAB","UPI00000C5758","UniRef100_W0YRP0","UniRef90_A6V4I5","UniRef50_A6V4I5","PA14_30570","","","CDS","2646291..2647394(-)","1104","","periplasmic spermidine/putrescine-binding protein","","40.7","6.68","-0.89",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_35680","YP_791000.1","116050183","Q02M36","Q02M36_PSEAB","UPI0000396A30","UniRef100_Q02M36","UniRef90_Q02M36","UniRef50_Q4K8X9","PA14_35680","","","CDS","3171372..3172559(-)","1188","pslF","hypothetical protein","","42.7","8.26","2.87",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_40700","YP_791400.1","116049793","Q02KY6","Q02KY6_PSEAB","UPI000039689B","UniRef100_Q02KY6","UniRef90_Q9I2Q4","UniRef50_Q9I2Q4","PA14_40700","","","CDS","3635217..3635714(-)","498","","hypothetical protein","","18.7","5.07","-6.62",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_46320","YP_791851.1","116049346","Q02JN5","Q02JN5_PSEAB","UPI00003966F6","UniRef100_S0J071","UniRef90_Q9I3U4","UniRef50_Q1LDE3","PA14_46320","","","CDS","4119822..4123109(-)","3288","","pyruvate carboxylase","","116.8","5.50","-17.09",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_04760","YP_788535.1","116054092","Q02U51","COAD_PSEAB","UPI0000127CC2","UniRef100_B7V2S6","UniRef90_B7V2S6","UniRef50_Q5ZY26","PA14_04760","","","CDS","421371..421850(-)","480","coaD","phosphopantetheine adenylyltransferase","","17.8","8.95","2.19",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_51150","YP_792251.1","116048947","Q02II5","Q02II5_PSEAB","UPI00000C5207","UniRef100_Q9I4V5","UniRef90_Q9I4V5","UniRef50_P94131","PA14_51150","","","CDS","4544567..4545922(-)","1356","mucK","cis,cis-muconate transporter MucK","","48.0","8.99","8.46",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_09700","YP_788924.1","116052232","Q02T12","Q02T12_PSEAB","UPI00003962E2","UniRef100_S0HUH1","UniRef90_A0A022NMJ1","UniRef50_A0A022NMJ1","PA14_09700","","","CDS","833833..835038(-)","1206","","monooxygenase","","44.3","6.26","-3.94",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_55790","YP_792639.1","116052328","Q02HE7","Q02HE7_PSEAB","UPI0000E44BC3","UniRef100_W0Z056","UniRef90_Q9HWA6","UniRef50_Q9HWA6","PA14_55790","","","CDS","4982804..4983310(-)","507","","hypothetical protein","","18.0","7.18","0.13",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_14800","YP_789323.1","116051834","Q02RW3","Q02RW3_PSEAB","UPI000012A6D6","UniRef100_Q51383","UniRef90_Q51383","UniRef50_Q51383","PA14_14800","","","CDS","1258782..1259120(+)","339","fdx2","ferredoxin 2Fe-2S","","12.2","4.04","-15.98",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_60550","YP_793035.1","116052718","Q02GA1","Q02GA1_PSEAB","UPI000039640E","UniRef100_S0J3Z7","UniRef90_Q9HVK8","UniRef50_W9USE6","PA14_60550","","","CDS","5395520..5397973(-)","2454","","ATP-dependent protease","","90.2","4.67","-29.67",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_19770","YP_789723.1","116051444","Q02QR3","Q02QR3_PSEAB","UPI00003960A5","UniRef100_S0HST6","UniRef90_Q9HYI1","UniRef50_L8MP23","PA14_19770","","","CDS","1704093..1705499(-)","1407","","hypothetical protein","","52.3","6.75","-1.45",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_65450","YP_793422.1","116053103","Q02F64","Q02F64_PSEAB","UPI000045D4C8","UniRef100_Q02F64","UniRef90_Q02F64","UniRef50_Q4KJ84","PA14_65450","","","CDS","5830411..5831262(-)","852","motA","flagellar motor protein MotA","","30.1","5.61","-5.38",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_24570","YP_790114.1","116051057","Q02PM2","Q02PM2_PSEAB","UPI00000C58F1","UniRef100_W0YT72","UniRef90_W0YT72","UniRef50_A6V318","PA14_24570","","","CDS","2147704..2147934(-)","231","","hypothetical protein","","8.7","5.08","-1.04",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_70580","YP_793820.1","116053493","Q02E16","Q02E16_PSEAB","UPI00003970A2","UniRef100_S0HZX0","UniRef90_Q9HTL2","UniRef50_Q9HTL2","PA14_70580","","","CDS","6288060..6289469(+)","1410","","hypothetical protein","","51.4","5.84","-6.73",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_29350","YP_790507.1","116050673","Q02NH9","Q02NH9_PSEAB","UPI0000395E84","UniRef100_Q02NH9","UniRef90_Q05098","UniRef50_P05825","PA14_29350","","","CDS","2539430..2541670(-)","2241","pfeA","outer membrane receptor FepA","","81.0","5.80","-9.70",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_34410","YP_790904.1","116050279","Q02MD2","Q02MD2_PSEAB","UPI000045D2CB","UniRef100_A0A022P8W2","UniRef90_Q1IBZ0","UniRef50_G8PZP3","PA14_34410","","","CDS","3060175..3061107(-)","933","","binding-protein-dependent maltose/mannitol transport protein","","33.9","8.83","2.19",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_39520","YP_791304.1","116049887","Q02L82","Q02L82_PSEAB","UPI00003968FE","UniRef100_S0I9U9","UniRef90_Q9I2H1","UniRef50_B3R9A9","PA14_39520","","","CDS","3517005..3519209(-)","2205","","hydroxylase large subunit","","79.2","6.19","-9.39",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_45050","YP_791755.1","116049442","Q02JY1","Q02JY1_PSEAB","UPI000045D160","UniRef100_Q02JY1","UniRef90_Q9I3L4","UniRef50_Q44473","PA14_45050","","","CDS","4017320..4018753(+)","1434","pykF","pyruvate kinase","","51.5","5.56","-6.38",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_03510","YP_788439.1","116053997","Q02UE7","Q02UE7_PSEAB","UPI0000396CD5","UniRef100_W0YK89","UniRef90_Q9I6M0","UniRef50_Q9I6M0","PA14_03510","","","CDS","320329..320736(+)","408","","hypothetical protein","","14.6","7.16","0.40",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_49990","YP_792155.1","116049043","Q02IT1","Q02IT1_PSEAB","UPI00003965EB","UniRef100_W0YM45","UniRef90_A6V976","UniRef50_A4XX75","PA14_49990","","","CDS","4444633..4444824(+)","192","","hypothetical protein","","6.6","11.03","6.98",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_08540","YP_788837.1","116054392","Q02T99","Q02T99_PSEAB","UPI00000C50F0","UniRef100_Q9I5Q4","UniRef90_Q9I5Q4","UniRef50_A0A0B7DGZ2","PA14_08540","","","CDS","729719..731062(-)","1344","","hypothetical protein","","49.1","9.98","14.89",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_54740","YP_792549.1","116048651","Q02HN7","Q02HN7_PSEAB","UPI0000E44BA1","UniRef100_Q02HN7","UniRef90_Q9I5J2","UniRef50_Q9I5J2","PA14_54740","","","CDS","4852842..4853291(-)","450","","hypothetical protein","","18.6","10.38","15.87",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_13560","YP_789228.1","116051929","Q02S58","Q02S58_PSEAB","UPI00000C5B60","UniRef100_W0YYW5","UniRef90_A6V0L4","UniRef50_G8QA23","PA14_13560","","","CDS","1166581..1167489(+)","909","","hypothetical protein","","33.7","6.27","-2.58",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_59520","YP_792942.1","116052627","Q02GJ4","Q02GJ4_PSEAB","UPI00003963E1","UniRef100_Q02GJ4","UniRef90_Q02GJ4","UniRef50_Q4ZWF7","PA14_59520","","","CDS","5294926..5295531(+)","606","","hypothetical protein","","23.0","4.90","-7.74",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_18600","YP_789627.1","116051537","Q02R09","Q02R09_PSEAB","UPI00000C5A5D","UniRef100_W0YTI2","UniRef90_A6V1Q7","UniRef50_Q0KDL1","PA14_18600","","","CDS","1597097..1598179(-)","1083","","ABC transporter ATP-binding protein","","39.2","6.41","-5.27",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_64300","YP_793328.1","116053010","Q02FF8","Q02FF8_PSEAB","UPI0000396EED","UniRef100_S0HSA7","UniRef90_A6VCW8","UniRef50_L7EC37","PA14_64300","","","CDS","5731190..5732047(+)","858","","ABC transporter ATP-binding protein","","31.0","5.38","-7.86",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_23390","YP_790024.1","116051145","","","","","","","PA14_23390","","","CDS","2030647..2031909(+)","1263","orfE","polysaccharide biosynthesis protein","","46.0","9.50","8.58",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_69340","YP_793724.1","116053399","Q02EB2","Q02EB2_PSEAB","UPI000045D552","UniRef100_S0HVX8","UniRef90_A6VE28","UniRef50_P63390","PA14_69340","","","CDS","6184818..6186734(-)","1917","","ABC transporter ATP-binding protein","","70.8","5.88","-10.91",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_28290","YP_790412.1","116050767","Q02NS4","Q02NS4_PSEAB","UPI0000395EC6","UniRef100_Z2DH19","UniRef90_Q9I074","UniRef50_Q9I074","PA14_28290","","","CDS","2445715..2446125(+)","411","","hypothetical protein","","14.8","4.96","-5.17",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_33240","YP_790808.1","116050375","Q02MM8","Q02MM8_PSEAB","UPI00000C56C8","UniRef100_W0YSJ1","UniRef90_W0YSJ1","UniRef50_N0AR62","PA14_33240","","","CDS","2908569..2909483(+)","915","","hypothetical protein","","36.2","6.80","-1.19",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_38260","YP_791208.1","116049981","Q02LH8","Q02LH8_PSEAB","UPI0000E44ACB","UniRef100_Q02LH8","UniRef90_Q9I284","UniRef50_Q9I284","PA14_38260","","","CDS","3413042..3413296(+)","255","","hypothetical protein","","9.4","11.84","7.98",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_43220","YP_791604.1","116049591","Q02KD2","Q02KD2_PSEAB","UPI00003967D8","UniRef100_S0IN30","UniRef90_W0YPZ3","UniRef50_Q4KFV0","PA14_43220","","","CDS","3850461..3852419(-)","1959","","methyl-accepting chemotaxis transducer","","69.9","4.99","-14.02",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_43900","YP_791659.1","116049537","Q02K77","Q02K77_PSEAB","UPI00000C53F8","UniRef100_W0YNI4","UniRef90_A6V7K1","UniRef50_A6V7K1","PA14_43900","","","CDS","3908445..3908681(+)","237","","hypothetical protein","","7.8","4.29","-3.05",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_02360","YP_788344.1","116053907","Q02UP2","Q02UP2_PSEAB","UPI00000D428A","UniRef100_W0YL47","UniRef90_A6UXX8","UniRef50_Q4KK79","PA14_02360","","","CDS","211201..212262(+)","1062","","ABC transporter substrate-binding protein","","37.2","7.74","0.73",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_48880","YP_792059.1","116049139","Q02J27","Q02J27_PSEAB","UPI00004F7280","UniRef100_Q56VN7","UniRef90_B7UWY5","UniRef50_A0A080VLW4","PA14_48880","","","CDS","4345187..4346203(-)","1017","","bacteriophage integrase","","38.7","10.87","25.04",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_07420","YP_788742.1","116054297","Q02TJ4","Q02TJ4_PSEAB","UPI0000E448D3","UniRef100_Q02TJ4","UniRef90_Q9I5W5","UniRef50_Q9I5W5","PA14_07420","","","CDS","634164..634778(-)","615","","hypothetical protein","","22.5","5.32","-5.71",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_53580","YP_792453.1","116048747","Q02HY3","Q02HY3_PSEAB","UPI0000E44B8F","UniRef100_Q02HY3","UniRef90_Q02HY3","UniRef50_Q02HY3","PA14_53580","","","CDS","4751681..4752283(+)","603","","hypothetical protein","","23.1","9.67","6.14",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_12260","YP_789132.1","116052025","Q02SF4","Q02SF4_PSEAB","UPI0000396242","UniRef100_Q02SF4","UniRef90_Q02SF4","UniRef50_Q02SF4","PA14_12260","","","CDS","1058202..1058633(+)","432","","hypothetical protein","","16.0","8.00","2.31",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_58420","YP_792847.1","116052533","Q02GT9","Q02GT9_PSEAB","UPI00003963AF","UniRef100_S0J4J5","UniRef90_Q9HVR9","UniRef50_Q87WI5","PA14_58420","","","CDS","5203987..5205588(+)","1602","dppA4","dipeptide ABC transporter substrate-binding protein DppA4","Class 1","58.8","6.59","-2.49",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_17340","YP_789531.1","116051630","Q02RA5","ISPD_PSEAB","UPI0000396126","UniRef100_Q02RA5","UniRef90_P57707","UniRef50_P57707","PA14_17340","","","CDS","1489702..1490406(+)","705","ispD","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","","25.7","4.99","-6.88",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_63070","YP_793233.1","116052916","Q02FQ3","Q02FQ3_PSEAB","UPI00000C5DF6","UniRef100_W0YYL0","UniRef90_A0A086BTA1","UniRef50_I7AV75","PA14_63070","","","CDS","5626213..5626986(-)","774","","GntR family transcriptional regulator","","28.9","6.43","-2.89",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_22230","YP_789928.1","116051241","Q02Q58","Q02Q58_PSEAB","UPI0000E449AE","UniRef100_Q02Q58","UniRef90_Q02Q58","UniRef50_Q02Q58","PA14_22230","","","CDS","1936671..1936868(-)","198","","hypothetical protein","","7.4","3.73","-10.77",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_68120","YP_793629.1","116053305","Q02EK7","Q02EK7_PSEAB","UPI0000E44C66","UniRef100_S0HTL7","UniRef90_V6ANJ9","UniRef50_V6ANJ9","PA14_68120","","","CDS","6077850..6079328(+)","1479","","outer membrane protein","","52.8","7.59","0.71",""
